text,label,label_text
"Myoclonic movements were noted when the patient arrived at the outpatient infusion center to begin his intermittent dobutamine infusion, and he was sent to the emergency department, where he was treated with calcium gluconate, regular insulin, and lorazepam and was instructed to stop his potassium supplements; he then received his dobutamine infusion.",0,Not-Related
Early discontinuation of anticonvulsants after neonatal seizures: a preliminary report.,0,Not-Related
OBJECTIVE: The purpose of the study is to investigate the relationship between inhaled or intranasal adrenergic agonists and corticosteroids and the development of central serous chorioretinopathy (CSC).,0,Not-Related
Extensive visual loss with topical facial steroids.,0,Not-Related
"It was not accompanied by clinical hallmarks of hypersensitivity, which is suggestive for metabolic rather than for immunoallergic idiosyncrasy.",0,Not-Related
All patients had taken phenytoin for variable time periods (range 16-80 days; mean: 40) and were on the medication when the skin lesions first appeared.,1,Related
The patient also developed red cell alloantibodies that produced a delayed hemolytic transfusion reaction (DHTR) and broad HLA antibodies.,0,Not-Related
"Monocytic leukemoid reaction, glucocorticoid therapy, and myelodysplastic syndrome.",0,Not-Related
"More recently, extrapyramidal side effects have gained importance because they are significant factors in both the patient's acceptance of the particular drug and his or her social adjustment.",0,Not-Related
"The striking temporal relationship between commencing dalteparin on day 1 and subsequent development of effusion on day 4, following 3 doses of LMWH, led us to believe that the bleed occurred as a result of the therapy.",0,Not-Related
Reversal of post-reperfusion coagulopathy by protamine sulphate in orthotopic liver transplantation.,0,Not-Related
Pulmonary sarcoidosis following interferon therapy for advanced renal cell carcinoma.,0,Not-Related
Successful treatment of aortic thrombosis after umbilical catheterization with tissue plasminogen activator.,0,Not-Related
The aim of our paper was to describe hepatotoxicity of sirolimus (SRL) in a kidney graft recipient.,1,Related
Syncytial giant cell hepatitis recurred after transplantation and was efficiently treated with ribavirin.,0,Not-Related
Valproate embryopathy in three sets of siblings: further proof of hereditary susceptibility.,1,Related
We describe a 28-year-old man who was brought to the emergency department with a new-onset seizure and clinical signs and symptoms consistent with advanced delirium tremens.,0,Not-Related
Calciphylaxis (calcific uremic arteriolopathy) is a severe complication of hemodialysis characterized by subcutaneous calcification of the small arteries and tissue necrosis.,0,Not-Related
"Investigations did not reveal associated infection or an underlying immunological disorder; however, the patient admitted to excessive use of topical anesthetic eyedrops in the post-LASEK period.",0,Not-Related
Visual loss after a single small dose of vincristine has never been reported.,1,Related
"Isotretinoin, a drug used for the treatment of acne, has been shown to have teratogenic effects.",1,Related
"Following administration of 0.1 mmol/kg of gadodiamide to a patient with end-stage renal disease, the serum clearance of this contrast agent by automated PD was examined.",0,Not-Related
Unexplained menorrhagia and hematuria: a case report of Munchausen's syndrome by proxy.,0,Not-Related
"Alteration in carbohydrate metabolism, such as transient glucose intolerance at the start of therapy in non-diabetic acromegalic patients, and increased sensitivity to insulin or oral hypoglycemic agents in diabetic acromegalic patients, is common.",0,Not-Related
Rapid improvement of delusional depression following drug-induced seizures: case report.,0,Not-Related
"Here we report our experience with three of these patients, who experienced progressive disease after a variety of previous therapies, including prior immunotherapies, and who achieved good outcomes with ipilimumab.",0,Not-Related
"A 32 year old man with chronic severe asthma, requiring maintenance oral corticosteroids, was started on a weekly dose of methotrexate.",0,Not-Related
"In contrast, the LMW heparinoid Org 10172 (Organon, Oss, The Netherlands) did not cause platelet activation.",0,Not-Related
"However, a Jarisch-Herxheimer reaction occurring in a patient receiving treatment for ocular syphilis can be serious, resulting in the rapid loss of vision.",0,Not-Related
"This report describes the development of multiple-site, biopsy-proven osteonecrosis in a patient with small-cell bronchogenic carcinoma who had received chemotherapy and short-term administration of corticosteroid.",0,Not-Related
"INH, which is a leading cause of drug eruptions in the above group of drugs was withdrawn.",1,Related
Growth hormone deficiency (GHD) results in salt and water depletion and studies confirm that replacement leads to sodium and vasopressin-mediated water retention in patients with intact posterior pituitary function.,0,Not-Related
He developed a late secondary infection in some sites treated with imiquimod.,1,Related
"Foscarnet resistance and cidofovir resistance have also been described, but no previous reports have suggested treatment regimens for patients with CMV refractory to all three of these drugs.",0,Not-Related
Our second patient had a 2-year history of asthma prior to the onset of rippling muscles which preceded the myasthenic symptoms by 4-8 weeks.,0,Not-Related
"The patient suffered no side effects, and use of G-CSF represents an important addition to the management of a life-threatening drug reaction.",0,Not-Related
The importance of high-tone audiometry in monitoring for ototoxicity.,0,Not-Related
A 59-year-old female was admitted to Tsukuba University Hospital and diagnosed as IgA-lambda multiple myeloma (stage IIIA).,0,Not-Related
Drug-induced hypersensitivity syndrome associated with a marked increase in anti-paramyxovirus antibody titers in a scleroderma patient.,0,Not-Related
Early overanticoagulation with acenocoumarol due to a genetic polymorphism of cytochrome P450 CYP2C9.,1,Related
CASE SUMMARY: A 72-year-old white woman was treated with sertraline for depression for 18 months and was then admitted to the hospital with a fractured tibia.,0,Not-Related
"An extensive MEDLINE search located 22 other reports of patients who developed HDAs, sometimes associated with thrombosis, but whose platelet counts did not decrease.",0,Not-Related
"On the first occasion she experienced arterial fibrillation secondary to a severe episode of hypotension following local anaesthesia, while on a course of beta-blockers.",0,Not-Related
"Three prepubertal children who suffered severe, incapacitating anxiety disorders with panic-like symptoms were treated successfully with clonazepam.",0,Not-Related
We present this report to alert physicians and pharmacists about the potential risk of the first-dose phenomenon even at the recommended initial doses of prazosin in hypertensive patients who have suffered a recent stroke.,0,Not-Related
"As the treatment of calciphylaxis is mainly empirical and controversial, we decided to administer cinacalcet with paricalcitol for the control of hyperparathyroidism and sodium thiosulfate to improve the calcification of the arterioles.",0,Not-Related
"After the dose of methylprednisolone was reduced from 40 mg to 20 mg i.v. q6h and shifted to other anti-asthma treatment by procaterol metered dose inhaler via spacer, the psychotic reaction disappeared a few hours later.",1,Related
"Seizure activity is a known complication associated with multiple sclerosis; however, it may also result from side effects of the treatments for the disease.",0,Not-Related
